City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
351,Enewetak,11.3474,162.3373,83.93,77,100,11.72,MH,1697434662
352,Correia Pinto,-27.5847,-50.3611,56.79,98,100,4.41,BR,1697434663
353,Dunedin,-45.8742,170.5036,48.79,86,100,3.0,NZ,1697434663
354,San Fernando de Apure,7.8878,-67.4724,75.96,90,97,4.14,VE,1697434663
355,Point Pedro,9.8167,80.2333,83.7,72,25,9.08,LK,1697434664
356,Springbok,-29.6643,17.8865,62.85,39,0,6.2,ZA,1697434664
357,Dryden,49.7833,-92.7503,35.89,100,0,2.3,CA,1697434665
358,Al Jahra,29.3375,47.6581,89.55,21,0,11.01,KW,1697434665
359,Ardakān,32.31,54.0175,76.57,20,20,6.33,IR,1697434665
360,Huron,41.1501,-82.5499,48.76,63,100,12.55,US,1697434666
361,Tamanghasset,22.785,5.5228,67.91,30,0,11.5,DZ,1697434666
362,Kodumudi,11.0775,77.8836,85.44,65,96,1.25,IN,1697434667
363,Ribeira Brava,32.65,-17.0667,79.43,53,100,7.49,PT,1697434667
364,Robāţ Karīm,35.4846,51.0829,67.86,29,40,11.5,IR,1697434667
365,Ghat,24.9647,10.1728,73.69,25,3,2.68,LY,1697434668
366,Portland,45.5234,-122.6762,63.25,87,75,5.99,US,1697434511
367,Mata-Utu,-13.2816,-176.1745,81.14,79,67,20.18,WF,1697434669
368,Środa Wielkopolska,52.2284,17.2762,43.21,87,19,13.22,PL,1697434669
369,Jiwani,25.05,61.7417,82.4,71,85,8.37,PK,1697434670
370,Korla,41.7597,86.1469,63.54,29,17,3.56,CN,1697434670
371,Chibougamau,49.9168,-74.3659,44.22,81,0,11.5,CA,1697434670
372,Villa Gesell,-37.2639,-56.973,55.78,94,33,15.75,AR,1697434671
373,Ust'-Barguzin,53.45,108.9833,46.09,51,88,3.0,RU,1697434672
374,New Norfolk,-42.7826,147.0587,49.91,70,75,7.29,AU,1697434549
375,Pangoa,-12.1167,-73.0,66.78,97,24,3.8,PE,1697434672
376,Aitape,-3.1374,142.3475,84.9,66,83,5.23,PG,1697434673
377,Letlhakeng,-24.0944,25.0298,69.08,68,75,7.63,BW,1697434673
378,Betio Village,1.358,172.9211,86.04,68,100,5.46,KI,1697434673
379,Murghab,38.1702,73.9667,34.93,47,100,5.28,TJ,1697434674
380,Lubang,13.8584,120.124,83.95,75,76,14.58,PH,1697434674
381,Chetwayi,10.5333,76.05,83.21,74,29,6.62,IN,1697434675
382,Utrik,11.2278,169.8474,83.37,76,39,13.18,MH,1697434675
383,Tocopilla,-22.092,-70.1979,63.82,70,36,0.67,CL,1697434675
384,Arteche,12.2645,125.4048,83.12,80,49,3.56,PH,1697434676
385,Kirs,59.3388,52.2447,49.17,96,100,10.0,RU,1697434676
386,Słupsk,54.4641,17.0287,42.46,72,40,12.59,PL,1697434677
387,São João da Barra,-21.6403,-41.0511,72.52,95,100,4.85,BR,1697434677
388,Podgornoye,51.735,39.1496,50.65,76,0,6.71,RU,1697434678
389,Tingo María,-9.2895,-76.0088,67.14,95,54,1.72,PE,1697434678
390,Beyneu,45.3167,55.2,55.08,34,0,19.44,KZ,1697434679
391,Sumbawa Besar,-8.5,117.4333,96.39,33,17,10.07,ID,1697434679
392,Parintins,-2.6283,-56.7358,77.9,64,4,1.86,BR,1697434680
393,Puerto Santa,-8.9906,-78.6456,65.41,89,98,7.65,PE,1697434680
394,New Plymouth,-39.0667,174.0833,58.8,74,95,8.34,NZ,1697434680
395,Tanout,14.9709,8.8879,79.84,23,81,10.47,NE,1697434681
396,Mejit,10.2753,170.8646,83.1,75,69,12.48,MH,1697434681
397,Tamala,52.541,43.2515,53.65,77,0,17.02,RU,1697434682
398,Iron River,46.0927,-88.6423,43.56,74,99,9.37,US,1697434682
399,Kearney,40.6995,-99.0815,36.1,87,0,8.05,US,1697434682
400,Al Ḩawātah,13.4167,34.6333,87.24,48,14,7.63,SD,1697434683
401,Concepción,-36.827,-73.0498,48.0,76,0,8.05,CL,1697434683
402,Qui Nhon,13.7667,109.2333,76.59,94,100,8.05,VN,1697434618
403,Kiunga,-6.1219,141.2906,82.29,85,96,2.33,PG,1697434684
404,Thermalito,39.5113,-121.5869,69.6,48,0,5.75,US,1697434684
405,Hailar,49.2,119.7,50.14,30,28,6.85,CN,1697434685
406,Labuan,5.2767,115.2417,89.96,66,20,7.0,MY,1697434685
407,Ilhabela,-23.7781,-45.3581,71.1,96,91,4.43,BR,1697434686
408,Wabash,40.7978,-85.8205,48.72,91,100,12.17,US,1697434625
409,Leova,46.4786,28.2553,48.11,69,100,17.31,MD,1697434658
410,Nemuro,43.3236,145.575,57.31,77,55,10.38,JP,1697434687
411,Palmer,42.1584,-72.3287,50.25,86,100,3.44,US,1697434687
412,San Rafael,-34.6177,-68.3301,61.39,20,6,18.84,AR,1697434688
413,Kapaa,22.0752,-159.319,82.38,86,75,8.05,US,1697434688
414,Sos'va,59.1766,61.8558,54.05,84,99,11.99,RU,1697434688
415,San Antonio de Palé,-1.4014,5.6325,78.66,81,100,15.57,GQ,1697434689
416,Pionerskiy,54.9508,20.2275,49.75,56,100,17.18,RU,1697434689
417,Cajamarca,-7.1638,-78.5003,53.33,88,86,4.81,PE,1697434690
418,Nuuk,64.1835,-51.7216,29.01,74,75,9.22,GL,1697434690
419,Tauragė,55.2522,22.2897,41.4,81,52,6.08,LT,1697434691
420,Buala,-8.145,159.5921,82.63,77,90,3.02,SB,1697434691
421,Guider,9.9342,13.9486,80.22,66,100,3.51,CM,1697434691
422,Qarazhal,48.0078,70.7903,51.35,43,34,3.65,KZ,1697434692
423,Talara,-4.5772,-81.2719,68.63,84,25,11.97,PE,1697434692
424,Qaisumah,28.3112,46.1273,78.76,25,0,13.8,SA,1697434693
425,Langsa,4.4683,97.9683,90.41,56,93,5.44,ID,1697434693
426,Izhevsk,56.85,53.2333,54.34,87,49,17.0,RU,1697434693
427,Kuching,1.55,110.3333,93.42,71,40,4.61,MY,1697434694
428,Kokopo,-4.352,152.2633,83.71,70,98,8.66,PG,1697434694
429,Prado,-17.3411,-39.2208,73.02,86,10,4.61,BR,1697434695
430,Severo-Yeniseyskiy,60.3725,93.0408,33.58,90,99,8.99,RU,1697434695
431,Menongue,-14.6585,17.691,74.59,38,82,4.47,AO,1697434696
432,Zhangaözen,43.3,52.8,56.84,23,0,24.02,KZ,1697434696
433,Zhanjiang,21.2815,110.3427,85.14,52,28,10.27,CN,1697434696
434,Nova Sintra,14.8667,-24.7167,76.26,70,92,15.21,CV,1697434697
435,Okhotsk,59.3833,143.3,36.12,76,100,11.74,RU,1697434697
436,Kalmunai,7.4167,81.8167,85.17,67,60,1.01,LK,1697434698
437,Popondetta,-8.7537,148.2534,79.32,94,100,0.47,PG,1697434698
438,Mourniés,35.4764,24.0092,72.82,82,20,5.75,GR,1697434698
439,Ketchikan,55.3422,-131.6461,55.38,93,0,3.44,US,1697434611
440,Taro,-8.3862,115.28,80.6,49,57,3.13,ID,1697434699
441,Banepā,27.6298,85.5214,71.92,64,20,3.44,NP,1697434700
442,Olinda,-8.0089,-34.8553,76.73,73,40,11.5,BR,1697434700
443,Bhind,26.5642,78.7883,92.53,28,95,3.67,IN,1697434701
444,Acapulco de Juárez,16.8634,-99.8901,82.22,89,100,3.44,MX,1697434701
445,Vuktyl,63.8567,57.3094,37.11,97,81,10.0,RU,1697434702
446,Amaigbo,5.7892,7.8383,73.72,95,100,0.63,NG,1697434702
447,Neem ka Thana,27.7333,75.8,89.83,28,41,8.01,IN,1697434702
448,Barentu,15.1139,37.5928,83.79,34,10,4.72,ER,1697434703
449,Lázaro Cárdenas,17.9583,-102.2,79.39,89,100,3.49,MX,1697434703
450,San Patricio,28.017,-97.5169,71.46,46,0,8.88,US,1697434704
451,Kill Devil Hills,36.0307,-75.676,57.22,66,100,6.91,US,1697434705
452,Makassar,-5.14,119.4221,91.45,55,20,14.97,ID,1697434705
453,Telavi,41.9198,45.4731,58.01,51,66,1.12,GE,1697434622
454,Lüderitz,-26.6481,15.1594,62.74,66,0,5.32,NA,1697434706
455,Erenhot,43.6475,111.9767,61.7,19,13,9.4,CN,1697434706
456,Urzhar,47.093,81.6294,49.17,58,87,2.19,KZ,1697434707
457,Belyy Yar,53.6039,91.3903,49.89,57,0,11.18,RU,1697434707
458,Yuzhno-Kurilsk,44.0306,145.8556,57.38,69,64,7.29,RU,1697434707
459,Pimenta Bueno,-11.6725,-61.1936,75.36,81,77,1.01,BR,1697434708
460,Bodaybo,57.8506,114.1933,46.49,57,100,1.99,RU,1697434708
461,Mogadishu,2.0371,45.3438,82.27,89,40,9.22,SO,1697434437
462,Hasaki,35.7333,140.8333,75.6,53,0,6.78,JP,1697434709
463,Dalandzadgad,43.5708,104.425,63.18,15,80,13.98,MN,1697434709
464,Kailua-Kona,19.6406,-155.9956,80.56,91,75,6.91,US,1697434602
465,Usogorsk,63.4106,48.6872,43.66,84,96,11.52,RU,1697434710
466,Killarney,52.05,-9.5167,44.92,88,100,4.54,IE,1697434421
467,Seonsan,36.2408,128.2975,69.46,42,0,6.91,KR,1697434711
468,Ballina,-28.8667,153.5667,90.79,45,56,16.8,AU,1697434712
469,Rio Grande,-32.035,-52.0986,65.95,89,100,18.75,BR,1697434712
470,Aral,40.5156,81.2636,69.53,20,36,5.28,CN,1697434712
471,Yasuj,30.6682,51.588,60.35,31,0,0.0,IR,1697434713
472,Kapuskasing,49.4169,-82.4331,41.09,81,100,11.5,CA,1697434714
473,Trairi,-3.2778,-39.2689,78.06,80,94,13.91,BR,1697434584
474,Ratnagiri,16.9833,73.3,86.77,62,94,2.51,IN,1697434715
475,Al Bawīţī,28.3492,28.8659,72.82,40,0,2.24,EG,1697434715
476,La Sarre,48.8002,-79.1996,39.54,87,1,10.83,CA,1697434715
477,Tofol,5.3248,163.0078,87.58,74,75,8.05,FM,1697434716
478,Gornopravdinsk,60.05,69.9,45.23,96,100,10.27,RU,1697434716
479,Gurupi,-11.7292,-49.0686,79.9,59,69,1.5,BR,1697434717
480,Terrace,54.5163,-128.6035,51.71,100,75,8.05,CA,1697434717
481,Watampone,-4.5386,120.3279,90.03,46,7,10.04,ID,1697434717
482,Rasht,37.2808,49.5832,62.42,100,40,4.61,IR,1697434718
483,Margate,51.3813,1.3862,46.9,64,100,7.47,GB,1697434719
484,Bubaque,11.2833,-15.8333,82.15,80,65,10.56,GW,1697434719
485,Drayton Valley,53.2168,-114.9854,44.49,72,29,5.35,CA,1697434719
486,Manaure,11.7751,-72.4445,81.72,82,34,6.58,CO,1697434720
487,Suva,-18.1416,178.4415,76.48,69,75,10.36,FJ,1697434720
488,Greymouth,-42.4667,171.2,51.84,84,100,11.21,NZ,1697434721
489,Korsholm,63.1142,21.6822,41.9,62,0,12.66,FI,1697434721
490,Luganville,-15.5333,167.1667,79.3,84,53,10.13,VU,1697434722
491,Saint-Joseph,-21.3667,55.6167,79.18,74,18,2.33,RE,1697434722
492,Shivrājpur,22.4167,73.65,84.16,46,0,0.89,IN,1697434722
493,Karasburg,-28.0167,18.75,63.21,33,0,7.11,NA,1697434723
494,Machiques,10.0644,-72.545,75.13,88,64,4.68,VE,1697434723
495,Avila,40.5833,-5.0,53.65,91,92,3.74,ES,1697434723
496,Okha,53.5739,142.9478,47.39,91,100,16.53,RU,1697434724
497,Gisborne,-38.6533,178.0042,61.07,63,12,5.26,NZ,1697434724
498,Walla Walla,46.0646,-118.343,70.03,72,0,8.05,US,1697434627
499,Yacuiba,-22.038,-63.6797,81.61,40,90,8.95,BO,1697434725
500,San Luis,-33.295,-66.3356,62.82,42,0,9.24,AR,1697434705
501,Macaé,-22.3708,-41.7869,73.15,88,100,6.91,BR,1697434726
502,Barra de Santo Antônio,-9.4047,-35.5072,76.28,69,12,9.95,BR,1697434726
503,Les Cayes,18.2,-73.75,78.67,82,28,1.97,HT,1697434726
504,Las Vegas,36.175,-115.1372,75.69,21,0,5.75,US,1697434418
505,Rawson,-43.3002,-65.1023,48.81,76,9,12.93,AR,1697434727
506,Touros,-5.1989,-35.4608,76.64,77,87,15.57,BR,1697434728
507,Montevideo,-34.8335,-56.1674,62.31,94,100,12.66,UY,1697434728
508,Sarandí del Yi,-33.35,-55.6333,59.95,93,100,12.08,UY,1697434728
509,Harper,4.375,-7.7169,75.45,91,99,7.25,LR,1697434729
510,Kapoeta,4.7717,33.5903,79.2,66,100,5.93,SS,1697434730
511,Hassi Messaoud,31.6804,6.0729,62.46,34,0,2.3,DZ,1697434730
512,Bodø,67.28,14.405,44.64,72,75,14.97,NO,1697434730
513,Bryne,58.7354,5.6477,41.58,88,75,3.44,NO,1697434460
514,Arrondissement du Havre,49.5833,0.3333,39.6,93,0,8.05,FR,1697434731
515,Nagato,34.3833,131.2,69.96,54,11,9.84,JP,1697434732
516,Antsohihy,-14.8796,47.9875,89.31,54,44,2.21,MG,1697434733
517,Miass,55.045,60.1083,51.62,72,82,8.08,RU,1697434735
518,Kalemie,-5.9475,29.1947,76.51,70,100,5.26,CD,1697434735
519,Kidal,18.4411,1.4078,79.95,17,6,7.85,ML,1697434735
520,Bonthe,7.5264,-12.505,78.46,86,100,2.86,SL,1697434735
521,Aver-o-Mar,41.4078,-8.7812,67.24,88,75,11.5,PT,1697434736
522,Vung Tau,10.346,107.0843,81.27,82,94,10.78,VN,1697434736
523,Soverato Marina,38.685,16.5499,73.15,82,96,9.4,IT,1697434736
524,Gaimán,-43.2897,-65.4929,50.2,49,6,6.08,AR,1697434736
525,Broken Hill,-31.95,141.4333,70.32,22,1,20.2,AU,1697434641
526,Dwārka,22.2394,68.9678,83.32,65,1,9.1,IN,1697434737
527,Yŏmju-ŭp,39.8933,124.5981,60.33,31,0,13.67,KP,1697434737
528,Chernyshevskiy,63.0128,112.4714,33.08,99,100,5.55,RU,1697434737
529,Dakhla,23.6848,-15.958,72.55,65,90,12.21,EH,1697434738
530,Porto-Novo,6.4965,2.6036,80.42,92,99,4.94,BJ,1697434738
531,Klyuchi,52.2667,79.1667,49.8,46,42,12.62,RU,1697434738
532,Monywa,22.1167,95.1333,86.49,60,1,6.08,MM,1697434738
533,Calipatria,33.1256,-115.5142,73.89,18,0,4.59,US,1697434739
534,Sumbe,-11.2061,13.8437,74.64,81,88,3.38,AO,1697434739
535,Ivdel',60.6911,60.4206,52.2,92,98,5.99,RU,1697434739
536,Lata,40.1629,-8.3327,66.81,95,93,3.6,PT,1697434740
537,Mount Pearl,47.5166,-52.7813,51.85,95,100,6.91,CA,1697434490
538,Río San Juan,19.6439,-70.0763,79.16,85,59,5.23,DO,1697434740
539,Leticia,-4.2153,-69.9406,78.85,94,75,0.0,CO,1697434741
540,Port Antonio,18.18,-76.4612,84.11,82,95,3.44,JM,1697434683
541,Peniche,39.3558,-9.3811,67.1,95,100,8.99,PT,1697434741
542,Pacific Grove,36.6177,-121.9166,60.42,89,100,1.99,US,1697434742
543,Cidade Velha,14.9167,-23.6167,86.47,21,40,17.27,CV,1697434742
544,Spassk,52.747,87.7545,40.78,85,92,8.66,RU,1697434742
545,Kholmsk,47.0511,142.0569,44.2,69,86,17.27,RU,1697434743
546,Komsomol'skiy,43.9783,46.6985,65.91,73,86,15.5,RU,1697434743
547,Tarko-Sale,64.9225,77.785,35.01,83,100,5.01,RU,1697434744
548,Parabel',58.6978,81.4825,37.9,86,96,8.99,RU,1697434745
549,Howrah,22.5892,88.3103,89.6,55,20,3.44,IN,1697434745
550,Kerch,45.3583,36.4758,61.56,72,10,5.99,UA,1697434645
551,Medina,24.4686,39.6142,82.83,16,0,0.0,SA,1697434746
552,Plastun,44.7561,136.2939,45.09,61,87,7.0,RU,1697434746
553,Orcopampa,-15.2661,-72.3417,49.84,67,62,1.34,PE,1697434747
554,Happy Valley-Goose Bay,53.3168,-60.3315,39.51,81,100,13.8,CA,1697434747
555,Três Passos,-27.4556,-53.9319,68.27,94,38,5.61,BR,1697434744
556,La Passe,45.5549,-0.8967,46.98,68,100,11.07,FR,1697434748
557,Larkird,35.4894,66.6641,57.15,52,57,2.39,AF,1697434580
558,Greeneville,36.1632,-82.831,47.75,92,100,0.0,US,1697434749
559,Yilan,24.757,121.753,82.26,64,98,4.76,TW,1697434749
560,Lensk,60.7253,114.9278,41.72,78,100,8.01,RU,1697434750
561,Sambava,-14.2667,50.1667,80.29,70,26,3.6,MG,1697434750
562,Bikaner,28.0167,73.3,90.63,31,32,11.83,IN,1697434608
563,Torghay,49.6339,63.4981,58.77,51,88,8.03,KZ,1697434751
564,Lewistown,40.5992,-77.5714,48.18,87,0,6.91,US,1697434751
565,Oodweyne,9.4092,45.064,79.25,54,24,6.02,SO,1697434751
566,Barroquinha,-3.0189,-41.1361,77.11,81,97,8.14,BR,1697434752
567,Smīrnovo,54.5125,69.4222,50.02,68,100,15.26,KZ,1697434752
568,Karditsa,39.3656,21.9217,54.99,60,3,0.78,GR,1697434753
569,Borogontsy,62.6683,131.1683,22.28,62,23,1.01,RU,1697434753
570,Sungailiat,-1.85,106.1333,88.03,59,46,13.02,ID,1697434754
571,Miguel Ahumada,30.6167,-106.5167,66.79,35,0,10.0,MX,1697434754
572,Borovichi,58.3878,33.9155,40.01,92,71,8.01,RU,1697434755
573,Nyala,12.05,24.8833,85.42,25,100,11.34,SD,1697434755
574,Yinzhu,35.8786,119.9753,69.82,29,0,4.72,CN,1697434756
575,Starotitarovskaya,45.2136,37.1439,59.49,76,7,13.6,RU,1697434756
